brand,category,product_name,material,retailer,season,rating,discount_percent,original_price,current_price,image_url,product_url,date_scraped
W for Woman,Shirt,W for Woman Shirt,Polyester,Shoppers Stop,Spring,3.8,20,829.41,663.52,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.shoppersstop.com/search?q=W+for+Woman+Shirt,2025-10-29
Raymond,Polo,Raymond Polo,Cotton,Shoppers Stop,Winter,4.9,10,2433.95,2190.55,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.shoppersstop.com/search?q=Raymond+Polo,2025-10-29
Levi's,T-Shirt,Levi's T-Shirt,Denim,Flipkart,Winter,4.1,15,1739.17,1478.3,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.flipkart.com/search?q=Levi's+T-Shirt,2025-10-29
Vero Moda,Pants,Vero Moda Pants,Leather,Ajio,Spring,3.5,50,6947.47,3473.74,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.ajio.com/search/?text=Vero+Moda+Pants,2025-10-29
Flying Machine,Sweater,Flying Machine Sweater,Polyester,Max Fashion,Monsoon,4.0,25,819.53,614.65,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.maxfashion.in/in/en/search/?text=Flying+Machine+Sweater,2025-10-29
Forever New,Polo,Forever New Polo,Leather,Reliance Trends,Spring,4.2,15,3170.59,2695.0,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.reliancetrends.com/search?q=Forever+New+Polo,2025-10-29
Louis Philippe,Polo,Louis Philippe Polo,Cotton,Shoppers Stop,All-Season,4.2,20,2065.64,1652.51,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.shoppersstop.com/search?q=Louis+Philippe+Polo,2025-10-29
HRX,Hoodie,HRX Hoodie,Blend,Lifestyle,Summer,3.5,60,2850.28,1140.11,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.lifestylestores.com/in/en/search/?text=HRX+Hoodie,2025-10-29
Breakbounce,Dress,Breakbounce Dress,Linen,Max Fashion,Monsoon,3.5,15,2182.46,1855.09,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.maxfashion.in/in/en/search/?text=Breakbounce+Dress,2025-10-29
Being Human,Coat,Being Human Coat,Blend,Reliance Trends,All-Season,3.8,10,3540.37,3186.33,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.reliancetrends.com/search?q=Being+Human+Coat,2025-10-29
Mast & Harbour,Hoodie,Mast & Harbour Hoodie,Blend,Westside,Monsoon,4.1,0,857.78,857.78,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.westside.com/search?q=Mast+&+Harbour+Hoodie,2025-10-29
Flying Machine,Jacket,Flying Machine Jacket,Linen,Myntra,Winter,4.1,15,1835.7,1560.35,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.myntra.com/shop/Flying+Machine+Jacket,2025-10-29
Breakbounce,Skirt,Breakbounce Skirt,Viscose,Shoppers Stop,Spring,4.2,25,1086.2,814.65,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.shoppersstop.com/search?q=Breakbounce+Skirt,2025-10-29
Forever New,Sweater,Forever New Sweater,Cotton,Myntra,All-Season,3.4,0,1706.57,1706.57,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.myntra.com/shop/Forever+New+Sweater,2025-10-29
Roadster,Jeans,Roadster Jeans,Synthetic,Amazon India,Winter,4.0,15,623.14,529.67,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.amazon.in/s?k=Roadster+Jeans,2025-10-29
Puma,Coat,Puma Coat,Synthetic,Max Fashion,Summer,4.0,20,4106.47,3285.18,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.maxfashion.in/in/en/search/?text=Puma+Coat,2025-10-29
Zara,Coat,Zara Coat,Blend,Reliance Trends,Summer,4.5,0,4567.33,4567.33,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.reliancetrends.com/search?q=Zara+Coat,2025-10-29
W for Woman,Hoodie,W for Woman Hoodie,Silk,Shoppers Stop,Winter,3.5,40,3539.78,2123.87,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.shoppersstop.com/search?q=W+for+Woman+Hoodie,2025-10-29
Forever New,Hoodie,Forever New Hoodie,Silk,Amazon India,Winter,3.6,20,2806.2,2244.96,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.amazon.in/s?k=Forever+New+Hoodie,2025-10-29
H&M,Coat,H&M Coat,Viscose,Shoppers Stop,Spring,4.0,10,4485.34,4036.81,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.shoppersstop.com/search?q=H&M+Coat,2025-10-29
H&M,Blazer,H&M Blazer,Linen,Myntra,Monsoon,3.9,25,2229.94,1672.45,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.myntra.com/shop/H&M+Blazer,2025-10-29
Mast & Harbour,Hoodie,Mast & Harbour Hoodie,Wool,Reliance Trends,Winter,3.7,10,928.61,835.75,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.reliancetrends.com/search?q=Mast+&+Harbour+Hoodie,2025-10-29
Roadster,Pants,Roadster Pants,Blend,Max Fashion,Spring,3.8,0,447.72,447.72,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Roadster+Pants,2025-10-29
Breakbounce,T-Shirt,Breakbounce T-Shirt,Denim,Max Fashion,All-Season,3.4,15,758.23,644.5,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.maxfashion.in/in/en/search/?text=Breakbounce+T-Shirt,2025-10-29
Adidas,Hoodie,Adidas Hoodie,Viscose,Reliance Trends,All-Season,3.6,30,2712.9,1899.03,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.reliancetrends.com/search?q=Adidas+Hoodie,2025-10-29
Being Human,Polo,Being Human Polo,Wool,Shoppers Stop,Monsoon,4.1,30,1161.65,813.15,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.shoppersstop.com/search?q=Being+Human+Polo,2025-10-29
Being Human,Sweater,Being Human Sweater,Wool,Max Fashion,Summer,4.2,60,3637.35,1454.94,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.maxfashion.in/in/en/search/?text=Being+Human+Sweater,2025-10-29
Tommy Hilfiger,Coat,Tommy Hilfiger Coat,Cotton,Westside,Monsoon,4.5,25,18217.94,13663.46,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.westside.com/search?q=Tommy+Hilfiger+Coat,2025-10-29
Roadster,Coat,Roadster Coat,Leather,Reliance Trends,All-Season,3.5,20,3795.27,3036.22,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.reliancetrends.com/search?q=Roadster+Coat,2025-10-29
Allen Solly,Blazer,Allen Solly Blazer,Cotton,Westside,Winter,4.3,15,4709.33,4002.93,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.westside.com/search?q=Allen+Solly+Blazer,2025-10-29
Louis Philippe,Pants,Louis Philippe Pants,Denim,Lifestyle,Summer,4.2,20,1619.29,1295.43,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=Louis+Philippe+Pants,2025-10-29
Athena,Blazer,Athena Blazer,Polyester,Reliance Trends,Spring,3.5,10,977.15,879.44,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.reliancetrends.com/search?q=Athena+Blazer,2025-10-29
Levi's,Jeans,Levi's Jeans,Denim,Westside,Summer,4.2,30,3952.27,2766.59,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.westside.com/search?q=Levi's+Jeans,2025-10-29
Marks & Spencer,Jeans,Marks & Spencer Jeans,Synthetic,Shoppers Stop,Summer,4.6,25,5005.37,3754.03,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.shoppersstop.com/search?q=Marks+&+Spencer+Jeans,2025-10-29
Puma,Pants,Puma Pants,Silk,Lifestyle,Winter,3.5,20,4620.84,3696.67,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=Puma+Pants,2025-10-29
Nike,Jacket,Nike Jacket,Blend,Myntra,Monsoon,3.6,30,5085.87,3560.11,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.myntra.com/shop/Nike+Jacket,2025-10-29
Being Human,Coat,Being Human Coat,Viscose,Reliance Trends,Summer,3.5,25,3197.43,2398.08,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.reliancetrends.com/search?q=Being+Human+Coat,2025-10-29
Calvin Klein,Hoodie,Calvin Klein Hoodie,Synthetic,Reliance Trends,Monsoon,4.7,40,2774.78,1664.87,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.reliancetrends.com/search?q=Calvin+Klein+Hoodie,2025-10-29
Allen Solly,Blazer,Allen Solly Blazer,Silk,Amazon India,Summer,4.5,50,8182.36,4091.18,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.amazon.in/s?k=Allen+Solly+Blazer,2025-10-29
Zara,Polo,Zara Polo,Cotton,Reliance Trends,Monsoon,4.9,10,1884.01,1695.61,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.reliancetrends.com/search?q=Zara+Polo,2025-10-29
US Polo Assn,Skirt,US Polo Assn Skirt,Leather,Amazon India,Spring,4.2,25,3142.42,2356.81,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.amazon.in/s?k=US+Polo+Assn+Skirt,2025-10-29
Being Human,Hoodie,Being Human Hoodie,Synthetic,Reliance Trends,All-Season,4.1,25,562.67,422.01,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.reliancetrends.com/search?q=Being+Human+Hoodie,2025-10-29
Roadster,Dress,Roadster Dress,Cotton,Shoppers Stop,Winter,4.2,25,2162.13,1621.6,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.shoppersstop.com/search?q=Roadster+Dress,2025-10-29
H&M,Hoodie,H&M Hoodie,Silk,Max Fashion,Summer,3.8,10,1611.68,1450.51,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.maxfashion.in/in/en/search/?text=H&M+Hoodie,2025-10-29
Louis Philippe,Dress,Louis Philippe Dress,Silk,Ajio,Spring,4.4,30,5289.36,3702.55,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.ajio.com/search/?text=Louis+Philippe+Dress,2025-10-29
Being Human,Blazer,Being Human Blazer,Synthetic,Westside,All-Season,3.5,30,1476.96,1033.87,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.westside.com/search?q=Being+Human+Blazer,2025-10-29
Marks & Spencer,Coat,Marks & Spencer Coat,Wool,Myntra,Monsoon,4.2,25,13316.71,9987.53,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.myntra.com/shop/Marks+&+Spencer+Coat,2025-10-29
Athena,Dress,Athena Dress,Linen,Westside,Monsoon,3.7,50,1650.62,825.31,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.westside.com/search?q=Athena+Dress,2025-10-29
Athena,T-Shirt,Athena T-Shirt,Viscose,Ajio,Spring,3.8,25,410.39,307.79,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.ajio.com/search/?text=Athena+T-Shirt,2025-10-29
Mast & Harbour,Chinos,Mast & Harbour Chinos,Synthetic,Ajio,All-Season,4.0,30,519.91,363.93,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.ajio.com/search/?text=Mast+&+Harbour+Chinos,2025-10-29
Van Heusen,T-Shirt,Van Heusen T-Shirt,Linen,Max Fashion,Winter,4.1,15,986.4,838.44,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.maxfashion.in/in/en/search/?text=Van+Heusen+T-Shirt,2025-10-29
Nike,Hoodie,Nike Hoodie,Synthetic,Westside,Summer,3.5,10,2988.97,2690.07,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.westside.com/search?q=Nike+Hoodie,2025-10-29
Wrogn,Skirt,Wrogn Skirt,Denim,Westside,All-Season,3.7,10,880.82,792.73,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.westside.com/search?q=Wrogn+Skirt,2025-10-29
Flying Machine,Dress,Flying Machine Dress,Denim,Amazon India,Monsoon,3.6,15,1610.19,1368.66,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.amazon.in/s?k=Flying+Machine+Dress,2025-10-29
Breakbounce,Dress,Breakbounce Dress,Linen,Ajio,Summer,3.8,20,1615.66,1292.53,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.ajio.com/search/?text=Breakbounce+Dress,2025-10-29
Athena,Chinos,Athena Chinos,Wool,Westside,Monsoon,3.9,10,1090.92,981.83,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.westside.com/search?q=Athena+Chinos,2025-10-29
Being Human,Blazer,Being Human Blazer,Silk,Shoppers Stop,Summer,3.6,30,3078.8,2155.16,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.shoppersstop.com/search?q=Being+Human+Blazer,2025-10-29
Allen Solly,Dress,Allen Solly Dress,Blend,Ajio,Spring,4.0,20,3039.69,2431.76,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.ajio.com/search/?text=Allen+Solly+Dress,2025-10-29
Forever New,Dress,Forever New Dress,Linen,Shoppers Stop,Winter,3.8,20,5610.04,4488.03,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.shoppersstop.com/search?q=Forever+New+Dress,2025-10-29
Nike,Jeans,Nike Jeans,Denim,Flipkart,Summer,4.1,20,5038.8,4031.04,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.flipkart.com/search?q=Nike+Jeans,2025-10-29
Calvin Klein,Shirt,Calvin Klein Shirt,Synthetic,Shoppers Stop,All-Season,4.4,20,3216.43,2573.15,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.shoppersstop.com/search?q=Calvin+Klein+Shirt,2025-10-29
Levi's,Dress,Levi's Dress,Viscose,Myntra,Spring,4.1,25,3234.88,2426.16,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.myntra.com/shop/Levi's+Dress,2025-10-29
Only,T-Shirt,Only T-Shirt,Linen,Amazon India,Winter,4.0,25,948.02,711.01,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.amazon.in/s?k=Only+T-Shirt,2025-10-29
Tommy Hilfiger,Jeans,Tommy Hilfiger Jeans,Denim,Max Fashion,Winter,4.4,60,12725.63,5090.25,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.maxfashion.in/in/en/search/?text=Tommy+Hilfiger+Jeans,2025-10-29
Raymond,T-Shirt,Raymond T-Shirt,Blend,Westside,Winter,4.6,15,1209.65,1028.2,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.westside.com/search?q=Raymond+T-Shirt,2025-10-29
Marks & Spencer,Shirt,Marks & Spencer Shirt,Denim,Max Fashion,All-Season,4.5,30,1406.39,984.47,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.maxfashion.in/in/en/search/?text=Marks+&+Spencer+Shirt,2025-10-29
Van Heusen,Coat,Van Heusen Coat,Synthetic,Shoppers Stop,Summer,4.3,0,3798.82,3798.82,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.shoppersstop.com/search?q=Van+Heusen+Coat,2025-10-29
Only,Hoodie,Only Hoodie,Blend,Max Fashion,Spring,3.8,30,2363.84,1654.69,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.maxfashion.in/in/en/search/?text=Only+Hoodie,2025-10-29
Forever New,Chinos,Forever New Chinos,Linen,Reliance Trends,All-Season,3.5,15,1300.75,1105.64,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.reliancetrends.com/search?q=Forever+New+Chinos,2025-10-29
Tommy Hilfiger,Jeans,Tommy Hilfiger Jeans,Leather,Lifestyle,Summer,4.4,30,18524.02,12966.82,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.lifestylestores.com/in/en/search/?text=Tommy+Hilfiger+Jeans,2025-10-29
W for Woman,Jeans,W for Woman Jeans,Wool,Ajio,All-Season,3.5,15,2692.12,2288.31,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.ajio.com/search/?text=W+for+Woman+Jeans,2025-10-29
Forever New,Hoodie,Forever New Hoodie,Denim,Reliance Trends,All-Season,3.6,0,1805.72,1805.72,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.reliancetrends.com/search?q=Forever+New+Hoodie,2025-10-29
Levi's,Jeans,Levi's Jeans,Silk,Flipkart,Monsoon,4.5,30,4198.02,2938.61,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.flipkart.com/search?q=Levi's+Jeans,2025-10-29
HRX,Hoodie,HRX Hoodie,Viscose,Max Fashion,Winter,3.9,10,530.06,477.06,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.maxfashion.in/in/en/search/?text=HRX+Hoodie,2025-10-29
H&M,Polo,H&M Polo,Polyester,Ajio,Summer,3.4,15,858.04,729.34,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.ajio.com/search/?text=H&M+Polo,2025-10-29
Puma,Jeans,Puma Jeans,Silk,Reliance Trends,All-Season,3.7,20,3380.93,2704.74,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.reliancetrends.com/search?q=Puma+Jeans,2025-10-29
Being Human,Shirt,Being Human Shirt,Polyester,Max Fashion,Winter,3.5,25,875.82,656.86,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.maxfashion.in/in/en/search/?text=Being+Human+Shirt,2025-10-29
Zara,Pants,Zara Pants,Viscose,Shoppers Stop,All-Season,4.4,40,4461.83,2677.1,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.shoppersstop.com/search?q=Zara+Pants,2025-10-29
HRX,Hoodie,HRX Hoodie,Wool,Westside,Monsoon,3.7,10,1692.69,1523.42,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.westside.com/search?q=HRX+Hoodie,2025-10-29
Vero Moda,Jacket,Vero Moda Jacket,Blend,Lifestyle,Spring,4.1,10,3562.73,3206.46,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.lifestylestores.com/in/en/search/?text=Vero+Moda+Jacket,2025-10-29
Adidas,Shirt,Adidas Shirt,Blend,Max Fashion,Spring,3.9,30,3164.25,2214.97,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.maxfashion.in/in/en/search/?text=Adidas+Shirt,2025-10-29
HRX,Blazer,HRX Blazer,Leather,Myntra,Monsoon,3.6,25,5139.64,3854.73,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.myntra.com/shop/HRX+Blazer,2025-10-29
Allen Solly,Pants,Allen Solly Pants,Viscose,Shoppers Stop,Winter,3.9,40,3335.11,2001.07,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.shoppersstop.com/search?q=Allen+Solly+Pants,2025-10-29
Puma,Dress,Puma Dress,Wool,Myntra,Monsoon,3.7,10,1947.64,1752.87,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.myntra.com/shop/Puma+Dress,2025-10-29
Nike,Jacket,Nike Jacket,Wool,Ajio,Spring,3.4,15,5319.69,4521.74,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.ajio.com/search/?text=Nike+Jacket,2025-10-29
Athena,Pants,Athena Pants,Cotton,Reliance Trends,Summer,3.8,10,635.82,572.23,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.reliancetrends.com/search?q=Athena+Pants,2025-10-29
W for Woman,Shirt,W for Woman Shirt,Denim,Amazon India,Summer,4.2,25,991.61,743.7,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.amazon.in/s?k=W+for+Woman+Shirt,2025-10-29
Calvin Klein,Hoodie,Calvin Klein Hoodie,Polyester,Shoppers Stop,Monsoon,4.5,10,3456.1,3110.49,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.shoppersstop.com/search?q=Calvin+Klein+Hoodie,2025-10-29
W for Woman,Coat,W for Woman Coat,Viscose,Lifestyle,Summer,3.8,30,5230.66,3661.46,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.lifestylestores.com/in/en/search/?text=W+for+Woman+Coat,2025-10-29
Only,Pants,Only Pants,Wool,Reliance Trends,Spring,4.2,40,1388.09,832.85,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.reliancetrends.com/search?q=Only+Pants,2025-10-29
Breakbounce,Pants,Breakbounce Pants,Leather,Flipkart,All-Season,3.9,30,1874.11,1311.88,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.flipkart.com/search?q=Breakbounce+Pants,2025-10-29
Athena,Shirt,Athena Shirt,Silk,Westside,Spring,3.4,10,1798.29,1618.46,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.westside.com/search?q=Athena+Shirt,2025-10-29
HRX,Pants,HRX Pants,Wool,Lifestyle,Monsoon,3.8,0,2187.27,2187.27,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=HRX+Pants,2025-10-29
Tommy Hilfiger,Blazer,Tommy Hilfiger Blazer,Cotton,Max Fashion,Winter,4.6,30,8067.84,5647.49,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.maxfashion.in/in/en/search/?text=Tommy+Hilfiger+Blazer,2025-10-29
H&M,Shirt,H&M Shirt,Polyester,Max Fashion,All-Season,4.1,25,1529.37,1147.02,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.maxfashion.in/in/en/search/?text=H&M+Shirt,2025-10-29
Only,Dress,Only Dress,Polyester,Lifestyle,Winter,4.1,60,6807.17,2722.87,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.lifestylestores.com/in/en/search/?text=Only+Dress,2025-10-29
Van Heusen,Coat,Van Heusen Coat,Synthetic,Shoppers Stop,Monsoon,4.6,10,2168.6,1951.74,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.shoppersstop.com/search?q=Van+Heusen+Coat,2025-10-29
Being Human,Jacket,Being Human Jacket,Leather,Amazon India,Monsoon,3.6,40,5570.14,3342.08,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.amazon.in/s?k=Being+Human+Jacket,2025-10-29
Being Human,Shirt,Being Human Shirt,Polyester,Westside,Monsoon,4.1,15,899.29,764.4,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.westside.com/search?q=Being+Human+Shirt,2025-10-29
Levi's,Jacket,Levi's Jacket,Denim,Amazon India,Spring,4.1,25,6824.74,5118.55,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.amazon.in/s?k=Levi's+Jacket,2025-10-29
Nike,Coat,Nike Coat,Cotton,Flipkart,Summer,4.2,10,10616.13,9554.52,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.flipkart.com/search?q=Nike+Coat,2025-10-29
Allen Solly,Sweater,Allen Solly Sweater,Silk,Flipkart,Spring,4.4,30,2840.09,1988.06,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.flipkart.com/search?q=Allen+Solly+Sweater,2025-10-29
Nike,Sweater,Nike Sweater,Blend,Myntra,Winter,3.9,20,3258.01,2606.41,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.myntra.com/shop/Nike+Sweater,2025-10-29
Allen Solly,Sweater,Allen Solly Sweater,Cotton,Flipkart,All-Season,4.5,0,1548.36,1548.36,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.flipkart.com/search?q=Allen+Solly+Sweater,2025-10-29
Only,Hoodie,Only Hoodie,Viscose,Ajio,Winter,4.0,25,905.78,679.34,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.ajio.com/search/?text=Only+Hoodie,2025-10-29
HRX,Hoodie,HRX Hoodie,Blend,Reliance Trends,Monsoon,4.0,20,708.2,566.56,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.reliancetrends.com/search?q=HRX+Hoodie,2025-10-29
Roadster,Dress,Roadster Dress,Cotton,Shoppers Stop,All-Season,3.9,30,1702.55,1191.78,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.shoppersstop.com/search?q=Roadster+Dress,2025-10-29
Van Heusen,Shirt,Van Heusen Shirt,Polyester,Ajio,Summer,4.0,70,3292.54,987.76,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.ajio.com/search/?text=Van+Heusen+Shirt,2025-10-29
Puma,Skirt,Puma Skirt,Leather,Myntra,Spring,3.9,10,4078.0,3670.2,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.myntra.com/shop/Puma+Skirt,2025-10-29
Only,Blazer,Only Blazer,Leather,Westside,Winter,4.0,15,5105.98,4340.08,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.westside.com/search?q=Only+Blazer,2025-10-29
Vero Moda,Hoodie,Vero Moda Hoodie,Synthetic,Max Fashion,All-Season,4.2,20,1282.35,1025.88,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.maxfashion.in/in/en/search/?text=Vero+Moda+Hoodie,2025-10-29
Zara,Hoodie,Zara Hoodie,Leather,Amazon India,Summer,4.6,15,6482.8,5510.38,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.amazon.in/s?k=Zara+Hoodie,2025-10-29
Marks & Spencer,Polo,Marks & Spencer Polo,Denim,Amazon India,Summer,4.1,40,4865.04,2919.03,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.amazon.in/s?k=Marks+&+Spencer+Polo,2025-10-29
Tommy Hilfiger,Chinos,Tommy Hilfiger Chinos,Denim,Myntra,Winter,4.4,25,6858.41,5143.81,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.myntra.com/shop/Tommy+Hilfiger+Chinos,2025-10-29
AND,Blazer,AND Blazer,Synthetic,Amazon India,Monsoon,4.0,10,3631.76,3268.59,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.amazon.in/s?k=AND+Blazer,2025-10-29
Roadster,Sweater,Roadster Sweater,Leather,Shoppers Stop,All-Season,3.6,40,2001.78,1201.07,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.shoppersstop.com/search?q=Roadster+Sweater,2025-10-29
Peter England,Shirt,Peter England Shirt,Leather,Reliance Trends,Winter,3.6,25,1815.31,1361.49,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.reliancetrends.com/search?q=Peter+England+Shirt,2025-10-29
